isBeaOn,isCarolOn,isMichaelOn,isNoon,giselleKnowsHowToPlay,michaelKnowsHowToPlay,carolKnowsHowToPlay,beaKnowsHowToPlay,champion1,champion2,champion3,champion4,champion5,weWon,isGadoOn,weHaveTank,weHaveAdc,weHaveApc,weHaveBruiser,weHaveSup,gameDateMilliseconds,matchId
True,True,True,False,0.0,0.0,1.0,0.0,Senna,Yuumi,MissFortune,Lux,LeeSin,True,False,False,True,True,False,True,1711247881072.0,BR1_2912372920
True,True,True,False,1.0,0.0,0.0,0.0,Ashe,Caitlyn,Talon,Xayah,Shen,True,False,True,True,False,False,False,1711246674065.0,BR1_2912363122
True,False,True,False,1.0,0.0,2.0,1.0,Katarina,TahmKench,Morgana,Xayah,Tristana,False,False,True,True,True,False,False,1711216490371.0,BR1_2912032170
True,False,True,False,0.0,0.0,2.0,0.0,Zed,Lucian,Thresh,Janna,Volibear,True,False,True,True,False,True,True,1711215327180.0,BR1_2912014858
True,False,True,False,1.0,0.0,2.0,1.0,Nidalee,Jhin,Irelia,Karma,Ashe,True,False,False,True,False,True,True,1711213801208.0,BR1_2912003627
False,True,True,False,1.0,0.0,0.0,2.0,Caitlyn,Garen,Ziggs,Xayah,Pyke,False,True,False,True,True,False,False,1711164602090.0,BR1_2911763599
False,True,True,False,0.0,1.0,0.0,2.0,Braum,Kayle,Olaf,Thresh,Ekko,True,True,True,False,True,True,True,1711162861933.0,BR1_2911749251
False,True,True,False,0.0,1.0,0.0,2.0,Ziggs,Mordekaiser,Ryze,Caitlyn,Twitch,False,True,False,True,True,True,False,1711160384584.0,BR1_2911708893
False,False,True,False,0.0,0.0,2.0,2.0,MissFortune,Chogath,Brand,Blitzcrank,Ziggs,True,False,True,True,True,False,True,1711158309636.0,BR1_2911695472
True,False,True,True,0.0,1.0,2.0,1.0,Akali,Senna,Ekko,Karma,Jinx,False,False,False,True,True,False,True,1711141783754.0,BR1_2911525354
True,False,True,False,0.0,1.0,2.0,0.0,Velkoz,Rell,Vayne,Vi,Katarina,False,False,True,True,False,True,False,1711139997878.0,BR1_2911516295
False,False,True,False,1.0,0.0,2.0,2.0,Velkoz,Nidalee,Irelia,Ashe,MissFortune,True,False,False,True,False,True,False,1711118875175.0,BR1_2911375036
False,False,True,False,0.0,0.0,2.0,2.0,Ziggs,Karthus,Yuumi,Veigar,Amumu,False,False,True,False,True,False,True,1711117514495.0,BR1_2911362822
True,False,True,False,0.0,1.0,2.0,0.0,Morgana,Brand,Ekko,Anivia,Smolder,False,False,False,True,True,False,False,1711074717604.0,BR1_2911210892
True,False,True,False,0.0,0.0,2.0,0.0,Sejuani,Pantheon,MissFortune,Zilean,Leblanc,True,False,True,True,True,True,False,1711073215556.0,BR1_2911202403
True,False,True,False,0.0,0.0,2.0,1.0,Varus,Lulu,Amumu,MissFortune,Morgana,True,False,True,True,True,False,True,1711071977898.0,BR1_2911185811
False,False,True,False,1.0,0.0,2.0,2.0,Jhin,Katarina,Ziggs,Xayah,MonkeyKing,True,False,False,True,True,True,False,1711548247173.0,BR1_2914165929
False,False,True,False,0.0,0.0,2.0,2.0,Ezreal,Tristana,Kaisa,Velkoz,Morgana,False,False,False,True,True,False,False,1711547095558.0,BR1_2914161344
True,False,True,False,0.0,0.0,2.0,0.0,Taliyah,Sona,Yuumi,Malphite,MonkeyKing,True,False,True,False,False,True,True,1711508423737.0,BR1_2914066648
True,False,True,False,0.0,1.0,2.0,0.0,Yuumi,Veigar,Fiora,Darius,Maokai,True,False,True,False,True,True,True,1711506986022.0,BR1_2914056598
True,False,True,False,0.0,0.0,2.0,1.0,Brand,Soraka,Jhin,Shen,Draven,True,False,True,True,True,False,True,1711505812389.0,BR1_2914042766
True,False,True,False,0.0,1.0,2.0,1.0,Thresh,MissFortune,Nami,Tristana,Mordekaiser,True,False,True,True,False,True,True,1711504532720.0,BR1_2914036023
True,False,True,False,0.0,1.0,2.0,0.0,Veigar,Morgana,Zoe,Lucian,Vayne,False,False,False,True,True,False,False,1711385295757.0,BR1_2913252791
True,False,True,False,0.0,0.0,2.0,1.0,MissFortune,Lulu,Lucian,Morgana,Janna,False,False,False,True,True,False,True,1711383998090.0,BR1_2913240967
False,False,True,False,0.0,0.0,2.0,2.0,Katarina,Taliyah,Sivir,Veigar,Pyke,False,False,False,True,True,False,False,1711330413623.0,BR1_2913022366
True,False,True,False,0.0,0.0,2.0,1.0,Swain,Caitlyn,Lulu,Jinx,Akali,False,False,False,True,False,True,True,1711309416795.0,BR1_2912752253
True,False,True,False,0.0,1.0,2.0,0.0,Velkoz,Akali,Brand,Tristana,Yasuo,True,False,False,True,True,False,False,1711307787675.0,BR1_2912733978
True,False,True,False,0.0,0.0,2.0,1.0,MissFortune,Morgana,Tristana,Leblanc,Caitlyn,True,False,False,True,True,False,False,1711306555934.0,BR1_2912711751
True,False,True,False,0.0,1.0,2.0,1.0,MissFortune,Kayle,Lulu,Varus,Renekton,True,False,False,True,False,True,True,1711304470127.0,BR1_2912695728
True,False,True,False,0.0,1.0,2.0,0.0,Pyke,Annie,Kalista,Renekton,Vayne,True,False,False,True,True,True,False,1711303296138.0,BR1_2912682766
False,False,True,False,0.0,1.0,2.0,2.0,Samira,Lucian,Brand,Fiora,Malphite,False,False,True,True,True,False,False,1711287239716.0,BR1_2912552038
True,True,True,False,0.0,0.0,0.0,0.0,Veigar,Bard,Aphelios,Nilah,Morgana,True,True,False,True,True,False,True,1711252176531.0,BR1_2912415743
True,True,True,False,0.0,0.0,0.0,1.0,Veigar,Jhin,Aphelios,Yuumi,Shen,True,True,True,True,True,False,True,1711250696477.0,BR1_2912412018
True,True,True,False,0.0,1.0,0.0,0.0,Warwick,Thresh,Vex,Teemo,Ezreal,False,False,True,True,False,True,True,1711249550428.0,BR1_2912388594
True,True,True,False,0.0,0.0,1.0,0.0,Senna,Yuumi,MissFortune,Lux,LeeSin,True,False,False,True,True,False,True,1711247881072.0,BR1_2912372920
True,True,True,False,1.0,0.0,0.0,0.0,Ashe,Caitlyn,Talon,Xayah,Shen,True,False,True,True,False,False,False,1711246674065.0,BR1_2912363122
False,False,True,False,0.0,1.0,2.0,2.0,Pantheon,Zed,Lillia,TwistedFate,Orianna,False,False,False,False,True,True,False,1711634833777.0,BR1_2914671409
True,False,True,True,0.0,0.0,2.0,0.0,Fizz,Milio,Kennen,Rengar,Katarina,True,False,False,False,False,True,True,1711580009698.0,BR1_2914368184
True,False,True,True,0.0,0.0,2.0,0.0,Gangplank,Cassiopeia,Quinn,Orianna,Syndra,False,False,False,True,True,False,False,1711578342268.0,BR1_2914348850
False,False,True,False,0.0,1.0,2.0,2.0,Jax,AurelionSol,Gnar,Maokai,Vayne,True,False,True,True,False,True,False,1711559089295.0,BR1_2914207331
False,False,True,False,0.0,1.0,2.0,2.0,Veigar,Ezreal,Vi,Sylas,Malphite,False,False,True,True,True,True,False,1711557382983.0,BR1_2914195418
False,False,True,False,1.0,0.0,2.0,2.0,Jhin,Katarina,Ziggs,Xayah,MonkeyKing,True,False,False,True,True,True,False,1711548247173.0,BR1_2914165929
False,False,True,False,0.0,0.0,2.0,2.0,Ezreal,Tristana,Kaisa,Velkoz,Morgana,False,False,False,True,True,False,False,1711547095558.0,BR1_2914161344
True,False,True,False,0.0,0.0,2.0,0.0,Taliyah,Sona,Yuumi,Malphite,MonkeyKing,True,False,True,False,False,True,True,1711508423737.0,BR1_2914066648
True,False,True,False,0.0,1.0,2.0,0.0,Yuumi,Veigar,Fiora,Darius,Maokai,True,False,True,False,True,True,True,1711506986022.0,BR1_2914056598
True,False,True,False,0.0,0.0,2.0,1.0,Brand,Soraka,Jhin,Shen,Draven,True,False,True,True,True,False,True,1711505812389.0,BR1_2914042766
True,False,True,False,0.0,1.0,2.0,1.0,Thresh,MissFortune,Nami,Tristana,Mordekaiser,True,False,True,True,False,True,True,1711504532720.0,BR1_2914036023
True,False,True,False,0.0,1.0,2.0,0.0,Veigar,Morgana,Zoe,Lucian,Vayne,False,False,False,True,True,False,False,1711385295757.0,BR1_2913252791
True,False,True,False,0.0,0.0,2.0,1.0,MissFortune,Lulu,Lucian,Morgana,Janna,False,False,False,True,True,False,True,1711383998090.0,BR1_2913240967
False,False,True,False,0.0,0.0,2.0,2.0,Katarina,Taliyah,Sivir,Veigar,Pyke,False,False,False,True,True,False,False,1711330413623.0,BR1_2913022366
True,True,True,False,0.0,0.0,0.0,0.0,MissFortune,Ahri,Varus,Zeri,Singed,False,False,True,True,True,False,False,1711759486793.0,BR1_2915622917
True,False,True,False,0.0,1.0,2.0,0.0,Kayle,Anivia,Aatrox,Zac,Ryze,False,False,True,False,True,False,False,1711757849280.0,BR1_2915615241
True,False,True,True,0.0,1.0,2.0,0.0,Tristana,Lissandra,Ashe,Darius,Pyke,False,False,False,True,True,True,False,1711756730091.0,BR1_2915598468
True,False,True,True,0.0,0.0,2.0,1.0,Milio,Lux,Irelia,Twitch,Soraka,True,False,False,True,True,True,True,1711755448479.0,BR1_2915578880
False,False,True,False,0.0,0.0,2.0,2.0,Senna,Vladimir,Gwen,Thresh,Graves,False,False,True,True,False,True,True,1711740231643.0,BR1_2915410395
True,False,True,False,0.0,1.0,2.0,1.0,Brand,Malphite,Sona,Seraphine,Darius,True,False,True,False,True,True,True,1711684139845.0,BR1_2915101826
True,False,True,False,1.0,1.0,2.0,0.0,Ahri,Orianna,Darius,Leblanc,Lucian,True,False,False,True,True,True,False,1711682529420.0,BR1_2915086377
True,False,True,False,0.0,0.0,2.0,0.0,Varus,KogMaw,Zyra,Kayle,Jinx,True,False,False,True,False,False,False,1711680695796.0,BR1_2915065382
False,False,True,False,0.0,0.0,2.0,2.0,Jinx,Ezreal,Rumble,MissFortune,MonkeyKing,True,False,False,True,False,True,False,1711649797572.0,BR1_2914770534
False,False,True,False,1.0,0.0,2.0,2.0,Nidalee,Irelia,Nautilus,Caitlyn,Neeko,True,False,True,True,False,True,True,1711648643529.0,BR1_2914760117
False,False,True,False,0.0,0.0,2.0,2.0,Twitch,Karma,Chogath,Rumble,Jinx,False,False,True,True,False,False,True,1711646934216.0,BR1_2914745961
False,True,True,True,0.0,1.0,0.0,2.0,Veigar,Velkoz,Yasuo,Draven,Thresh,True,False,True,True,True,False,True,1711928799777.0,BR1_2916806242
True,False,True,False,1.0,1.0,2.0,0.0,Ezreal,Cassiopeia,Vayne,Akali,Mordekaiser,False,False,False,True,True,True,False,1711907352096.0,BR1_2916578712
True,False,True,False,0.0,0.0,2.0,0.0,Singed,Anivia,Aatrox,Samira,Syndra,False,False,True,True,True,False,False,1711903472021.0,BR1_2916552226
True,False,True,False,1.0,1.0,2.0,0.0,TwistedFate,Pantheon,Brand,Chogath,Thresh,True,False,True,False,True,True,True,1711901891177.0,BR1_2916537829
True,False,True,False,0.0,1.0,2.0,0.0,Braum,Smolder,Singed,Twitch,Neeko,True,False,True,True,False,False,True,1711854931022.0,BR1_2916330630
True,False,True,False,0.0,0.0,2.0,1.0,Zoe,MissFortune,Lulu,Zed,LeeSin,False,False,False,True,True,False,True,1711853560501.0,BR1_2916317198
True,False,True,True,0.0,1.0,2.0,0.0,MissFortune,Heimerdinger,Darius,Nautilus,Yone,True,False,True,True,True,True,True,1711835499159.0,BR1_2916134413
True,False,True,True,0.0,1.0,2.0,0.0,Zyra,Draven,Lux,Anivia,Ekko,True,False,False,True,True,False,False,1711834160812.0,BR1_2916121808
True,False,True,True,0.0,0.0,2.0,0.0,Pyke,Brand,Nautilus,Janna,Xerath,False,False,True,False,True,False,True,1711833154244.0,BR1_2916115117
True,False,True,False,0.0,1.0,2.0,1.0,Annie,Nami,Vayne,Karma,Caitlyn,False,False,False,True,True,False,True,1711831899432.0,BR1_2916101881
False,False,True,False,0.0,0.0,2.0,2.0,Aatrox,Taliyah,Graves,Quinn,Varus,True,False,False,True,False,True,False,1711807518888.0,BR1_2915908409
True,True,True,False,1.0,0.0,0.0,1.0,Karthus,Seraphine,Ashe,Xayah,DrMundo,False,False,False,True,False,False,False,1711764025560.0,BR1_2915705528
True,True,True,False,0.0,0.0,0.0,1.0,Annie,Karma,Malphite,Kaisa,Leblanc,True,False,True,True,True,False,True,1711762632227.0,BR1_2915676882
False,False,True,False,0.0,0.0,2.0,2.0,MissFortune,Caitlyn,Aatrox,Varus,Vayne,True,False,False,True,False,False,False,1712237960585.0,BR1_2918402086
False,False,True,False,0.0,1.0,2.0,2.0,Jinx,Zac,Swain,Neeko,Soraka,True,False,True,True,False,True,True,1712236156473.0,BR1_2918392560
False,False,True,False,0.0,1.0,2.0,2.0,Draven,Skarner,Tristana,Yasuo,Jinx,False,False,False,True,False,True,False,1712198910889.0,BR1_2918281857
False,False,True,False,0.0,0.0,2.0,2.0,Tristana,Varus,Garen,Heimerdinger,Evelynn,True,False,False,True,True,False,False,1712197766441.0,BR1_2918266953
False,False,True,False,0.0,0.0,2.0,2.0,Varus,Neeko,Khazix,Thresh,Fizz,False,False,True,True,False,False,True,1712158147000.0,BR1_2917977207
False,False,True,False,0.0,1.0,2.0,2.0,LeeSin,MonkeyKing,Zed,Malzahar,Syndra,True,False,False,False,True,True,False,1712157065226.0,BR1_2917974347
False,False,True,False,0.0,0.0,2.0,2.0,Lissandra,Seraphine,Varus,Ashe,Rumble,False,False,False,True,True,False,False,1712155638766.0,BR1_2917962765
False,False,True,False,0.0,1.0,2.0,2.0,Kayn,KogMaw,Shaco,Tristana,Zac,True,False,True,True,False,False,False,1712154488550.0,BR1_2917963490
False,False,False,False,0.0,2.0,2.0,2.0,Thresh,MasterYi,Zyra,Maokai,Zeri,True,False,True,True,False,False,True,1712084276410.0,BR1_2917604332
True,False,True,False,0.0,0.0,2.0,0.0,Olaf,Riven,Ahri,Gangplank,Ryze,True,False,False,False,True,True,False,1712069216000.0,BR1_2917521240
True,False,True,False,0.0,1.0,2.0,0.0,Malzahar,Zilean,Nautilus,Kalista,Yasuo,True,False,True,True,True,False,True,1712067883836.0,BR1_2917512285
True,False,True,False,0.0,1.0,2.0,0.0,Quinn,Vex,Vayne,Jayce,Kaisa,True,False,False,True,False,False,False,1712066183853.0,BR1_2917503936
True,False,False,False,0.0,2.0,2.0,0.0,Annie,Darius,Zeri,TwistedFate,Aatrox,False,False,False,True,True,True,False,1712027114890.0,BR1_2917397448
True,False,False,False,1.0,2.0,2.0,1.0,Ezreal,Annie,Renekton,Xayah,Neeko,False,False,False,True,True,True,False,1712025516087.0,BR1_2917388392
True,False,False,False,1.0,2.0,2.0,1.0,Ezreal,Annie,Renekton,Xayah,Neeko,False,False,False,True,True,True,False,1712025516087.0,BR1_2917388392
False,True,True,False,1.0,1.0,1.0,2.0,Ezreal,Morgana,Vayne,Leblanc,Renekton,False,False,False,True,True,True,False,1712024081436.0,BR1_2917371851
False,True,True,False,1.0,1.0,0.0,2.0,Nidalee,Lucian,Vayne,Kayn,Yasuo,False,False,False,True,False,False,False,1712022988341.0,BR1_2917368227
False,True,True,False,0.0,0.0,0.0,2.0,Qiyana,Nocturne,Darius,MissFortune,Thresh,False,False,True,True,False,True,True,1712022178902.0,BR1_2917344970
False,False,True,False,1.0,0.0,2.0,2.0,Nidalee,Aatrox,MissFortune,Anivia,Evelynn,True,False,False,True,False,False,False,1712000862237.0,BR1_2917156771
False,False,False,False,0.0,2.0,2.0,2.0,Velkoz,TahmKench,Samira,Taliyah,Mordekaiser,False,False,True,True,False,True,False,1711989043551.0,BR1_2917090366
False,False,False,False,0.0,2.0,2.0,2.0,Soraka,Braum,Caitlyn,Leblanc,Senna,False,False,True,True,False,False,True,1711987311762.0,BR1_2917085292
False,False,True,False,0.0,1.0,2.0,2.0,Rammus,Ivern,Nunu,Quinn,Vayne,True,False,True,True,False,False,False,1712605475797.0,BR1_2920589111
False,False,True,False,0.0,0.0,2.0,2.0,Tryndamere,JarvanIV,Lulu,Velkoz,Karma,False,False,False,False,False,False,True,1712604342721.0,BR1_2920575086
False,False,True,False,1.0,1.0,2.0,2.0,Orianna,Fizz,Darius,Xayah,Neeko,False,False,False,True,True,True,False,1712585120727.0,BR1_2920473369
False,False,True,False,0.0,0.0,2.0,2.0,Illaoi,Graves,Anivia,Yuumi,Xerath,True,False,False,False,True,True,True,1712583465106.0,BR1_2920466660
True,False,True,False,0.0,1.0,2.0,1.0,Amumu,Samira,Sona,Karma,Yasuo,False,False,True,True,False,False,True,1712543501297.0,BR1_2920347150
True,False,True,False,1.0,0.0,2.0,1.0,Ziggs,Morgana,Chogath,Xayah,Twitch,True,False,True,True,True,False,False,1712541918511.0,BR1_2920332960
True,False,True,False,0.0,0.0,2.0,0.0,Ekko,Tristana,Veigar,Bard,Aatrox,True,False,False,True,True,False,True,1712540855144.0,BR1_2920310822
True,False,True,False,0.0,0.0,2.0,0.0,Teemo,Diana,Briar,Kaisa,Jax,True,False,False,True,True,True,False,1712538943797.0,BR1_2920298723
False,False,True,False,1.0,0.0,2.0,2.0,FiddleSticks,Jax,Samira,Xayah,Braum,False,False,True,True,False,False,True,1712517433534.0,BR1_2920067318
False,False,True,False,0.0,0.0,2.0,2.0,Braum,Zilean,Illaoi,Akali,Jinx,True,False,True,True,True,True,True,1712515716353.0,BR1_2920044929
False,False,True,False,0.0,0.0,2.0,2.0,Riven,TwistedFate,Amumu,Jinx,Taliyah,False,False,True,True,True,True,False,1712513806424.0,BR1_2920038213
False,False,True,False,0.0,1.0,2.0,2.0,Diana,Tristana,Ekko,Riven,Lucian,True,False,False,True,True,True,False,1712503590004.0,BR1_2919963165
False,False,True,False,0.0,0.0,2.0,2.0,Graves,Morgana,Lux,Jhin,Malphite,True,False,True,True,True,True,False,1712502598038.0,BR1_2919955046
False,False,True,False,0.0,0.0,2.0,2.0,Katarina,Karma,Shen,Caitlyn,Annie,True,False,True,True,True,False,True,1712501199798.0,BR1_2919946039
False,False,True,False,0.0,0.0,2.0,2.0,Elise,Morgana,Hwei,Zilean,Jinx,True,False,False,True,True,True,False,1712419796712.0,BR1_2919414457
False,False,True,False,0.0,1.0,2.0,2.0,Soraka,Volibear,Ashe,Sona,Vayne,True,False,False,True,False,True,True,1712418153208.0,BR1_2919404785
False,False,True,False,0.0,0.0,2.0,2.0,Kayn,Corki,Morgana,Vayne,Gangplank,True,False,False,True,True,False,False,1712416794320.0,BR1_2919398108
True,False,True,False,0.0,1.0,2.0,1.0,MissFortune,Lulu,Samira,Darius,Katarina,False,False,False,True,False,True,True,1712373546628.0,BR1_2919228309
True,False,True,False,0.0,0.0,2.0,0.0,Briar,Quinn,Lucian,Amumu,Maokai,False,False,True,True,False,True,False,1712371978552.0,BR1_2919219020
True,False,True,False,0.0,1.0,2.0,0.0,Gangplank,Caitlyn,DrMundo,Pyke,Vayne,True,False,False,True,False,False,False,1712370936783.0,BR1_2919202275
